,id,graph_class,n,k,status,best_solution,best_bound,linear_relaxation,extra_params,result_ticks,result_time
0,graphs/star/star_4.txt_2,star,4,2,101,1.0,1.0,,,1.0,0.0348515510559082
1,graphs/star/star_4.txt_1,star,4,1,101,0.0,0.0,,,0.0,0.029027938842773438
2,graphs/cubic/cubic_4.txt_2,cubic,4,2,101,0.0,0.0,,,0.0,0.03675985336303711
3,graphs/cubic/cubic_4.txt_1,cubic,4,1,101,0.0,0.0,,,0.0,0.02474236488342285
4,graphs/bipartite/bipartite_4.txt_2,bipartite,4,2,101,0.0,0.0,,,0.0,0.03635811805725098
5,graphs/bipartite/bipartite_4.txt_1,bipartite,4,1,101,0.0,0.0,,,0.0,0.03869986534118652
6,graphs/BA/BA_4.txt_2,BA,4,2,101,1.0,1.0,,,1.0,0.05629777908325195
7,graphs/BA/BA_4.txt_1,BA,4,1,101,0.0,0.0,,,0.0,0.035921573638916016
8,graphs/lollipop/lollipop_4.txt_2,lollipop,4,2,101,1.0,1.0,,,1.0,0.06946229934692383
9,graphs/lollipop/lollipop_4.txt_1,lollipop,4,1,101,0.0,0.0,,,0.0,0.019367694854736328
10,graphs/star/star_8.txt_4,star,8,4,101,3.0,3.0,,,3.0,0.08340597152709961
11,graphs/star/star_8.txt_2,star,8,2,101,1.0,1.0,,,1.0,0.05866074562072754
12,graphs/cubic/cubic_8.txt_4,cubic,8,4,101,1.0,1.0,,,1.0,0.043801069259643555
13,graphs/cubic/cubic_8.txt_2,cubic,8,2,101,0.0,0.0,,,0.0,0.04914116859436035
14,graphs/bipartite/bipartite_8.txt_4,bipartite,8,4,101,0.0,0.0,,,0.0,0.038942813873291016
15,graphs/bipartite/bipartite_8.txt_2,bipartite,8,2,101,0.0,0.0,,,0.0,0.08132028579711914
16,graphs/BA/BA_8.txt_4,BA,8,4,101,2.0,2.0,,,2.0,0.08206820487976074
17,graphs/BA/BA_8.txt_2,BA,8,2,101,0.0,0.0,,,0.0,0.052916526794433594
18,graphs/lollipop/lollipop_8.txt_4,lollipop,8,4,101,3.0,3.0,,,3.0,0.07434678077697754
19,graphs/lollipop/lollipop_8.txt_2,lollipop,8,2,101,1.0,1.0,,,1.0,0.04164314270019531
20,graphs/star/star_16.txt_8,star,16,8,101,7.0,7.0,,,7.0,0.06486129760742188
21,graphs/star/star_16.txt_4,star,16,4,101,3.0,3.0,,,3.0,0.05878329277038574
22,graphs/cubic/cubic_16.txt_8,cubic,16,8,101,4.0,4.0,,,4.0,0.12347698211669922
23,graphs/cubic/cubic_16.txt_4,cubic,16,4,101,1.0,1.0,,,1.0,0.09939789772033691
24,graphs/bipartite/bipartite_16.txt_8,bipartite,16,8,101,0.0,0.0,,,0.0,0.03237271308898926
25,graphs/bipartite/bipartite_16.txt_4,bipartite,16,4,101,0.0,0.0,,,0.0,0.03820061683654785
26,graphs/BA/BA_16.txt_8,BA,16,8,101,5.0,5.0,,,5.0,0.07654261589050293
27,graphs/BA/BA_16.txt_4,BA,16,4,101,2.0,2.0,,,2.0,0.07752871513366699
28,graphs/lollipop/lollipop_16.txt_8,lollipop,16,8,101,7.0,7.0,,,7.0,0.08440661430358887
29,graphs/lollipop/lollipop_16.txt_4,lollipop,16,4,101,3.0,3.0,,,3.0,0.08121442794799805
30,graphs/star/star_32.txt_16,star,32,16,101,15.0,15.0,,,15.0,0.058031558990478516
31,graphs/star/star_32.txt_8,star,32,8,101,7.0,7.0,,,7.0,0.04207205772399902
32,graphs/cubic/cubic_32.txt_16,cubic,32,16,101,12.0,12.0,,,12.0,0.10295248031616211
33,graphs/cubic/cubic_32.txt_8,cubic,32,8,101,4.0,4.0,,,4.0,0.09646773338317871
34,graphs/bipartite/bipartite_32.txt_16,bipartite,32,16,101,0.0,0.0,,,0.0,0.041039466857910156
35,graphs/bipartite/bipartite_32.txt_8,bipartite,32,8,101,0.0,0.0,,,0.0,0.033582210540771484
36,graphs/BA/BA_32.txt_16,BA,32,16,101,13.000000000000002,13.000000000000002,,,13.000000000000002,0.10824155807495117
37,graphs/BA/BA_32.txt_8,BA,32,8,101,5.0,5.0,,,5.0,0.08155989646911621
38,graphs/lollipop/lollipop_32.txt_16,lollipop,32,16,101,15.0,15.0,,,15.0,0.049902915954589844
39,graphs/lollipop/lollipop_32.txt_8,lollipop,32,8,101,7.0,7.0,,,7.0,0.0925133228302002
40,graphs/star/star_64.txt_32,star,64,32,101,31.0,31.0,,,31.0,0.07414841651916504
41,graphs/star/star_64.txt_16,star,64,16,101,15.0,15.0,,,15.0,0.07804489135742188
42,graphs/cubic/cubic_64.txt_32,cubic,64,32,101,28.0,28.0,,,28.0,0.1656186580657959
43,graphs/cubic/cubic_64.txt_16,cubic,64,16,101,12.0,12.0,,,12.0,0.1376645565032959
44,graphs/bipartite/bipartite_64.txt_32,bipartite,64,32,101,0.0,0.0,,,0.0,0.04509902000427246
45,graphs/bipartite/bipartite_64.txt_16,bipartite,64,16,101,0.0,0.0,,,0.0,0.061162471771240234
46,graphs/BA/BA_64.txt_32,BA,64,32,101,25.0,25.0,,,25.0,0.17235064506530762
47,graphs/BA/BA_64.txt_16,BA,64,16,101,11.0,11.0,,,11.0,0.13257074356079102
48,graphs/lollipop/lollipop_64.txt_32,lollipop,64,32,101,31.0,31.0,,,31.0,0.08499670028686523
49,graphs/lollipop/lollipop_64.txt_16,lollipop,64,16,101,15.0,15.0,,,15.0,0.09210634231567383
50,graphs/star/star_128.txt_64,star,128,64,101,63.0,63.0,,,63.0,0.07059550285339355
51,graphs/star/star_128.txt_32,star,128,32,101,31.0,31.0,,,31.0,0.06951570510864258
52,graphs/cubic/cubic_128.txt_64,cubic,128,64,101,60.0,60.0,,,60.0,0.19206500053405762
53,graphs/cubic/cubic_128.txt_32,cubic,128,32,101,28.0,28.0,,,28.0,0.20844292640686035
54,graphs/bipartite/bipartite_128.txt_64,bipartite,128,64,101,0.0,0.0,,,0.0,0.1313164234161377
55,graphs/bipartite/bipartite_128.txt_32,bipartite,128,32,101,0.0,0.0,,,0.0,0.18940305709838867
56,graphs/BA/BA_128.txt_64,BA,128,64,101,52.0,52.0,,,52.0,2.203805685043335
57,graphs/BA/BA_128.txt_32,BA,128,32,101,23.0,23.0,,,23.0,0.5704765319824219
58,graphs/lollipop/lollipop_128.txt_64,lollipop,128,64,101,63.0,63.0,,,63.0,0.11911320686340332
59,graphs/lollipop/lollipop_128.txt_32,lollipop,128,32,101,31.000000000000014,31.000000000000014,,,31.000000000000014,0.09564828872680664
60,graphs/star/star_256.txt_128,star,256,128,101,127.0,127.0,,,127.0,0.06685757637023926
61,graphs/star/star_256.txt_64,star,256,64,101,63.0,63.0,,,63.0,0.1741328239440918
62,graphs/cubic/cubic_256.txt_128,cubic,256,128,101,124.0,124.0,,,124.0,0.48343396186828613
63,graphs/cubic/cubic_256.txt_64,cubic,256,64,101,60.0,60.0,,,60.0,0.7144544124603271
64,graphs/bipartite/bipartite_256.txt_128,bipartite,256,128,101,0.0,0.0,,,0.0,0.43961524963378906
65,graphs/bipartite/bipartite_256.txt_64,bipartite,256,64,101,0.0,0.0,,,0.0,0.4362354278564453
