,id,graph_class,n,k,status,best_solution,best_bound,linear_relaxation,extra_params,result_ticks,result_time
39,inputs/More_BA/BA_223.txt_187,BA,223,187,101,178.0,178.0,,,178.0,2.3393161296844482
40,inputs/More_BA/BA_223.txt_198,BA,223,198,101,191.00000000000006,191.00000000000006,,,191.00000000000006,5.132858753204346
41,inputs/More_BA/BA_223.txt_209,BA,223,209,101,204.0,204.0,,,204.0,1.1551520824432373
42,inputs/More_BA/BA_223.txt_220,BA,223,220,101,218.0,218.0,,,218.0,0.4686760902404785
43,inputs/More_BA/BA_233.txt_0,BA,233,0,101,0.0,0.0,,,0.0,0.009735345840454102
44,inputs/More_BA/BA_233.txt_11,BA,233,11,101,7.0,7.0,,,7.0,0.44576334953308105
45,inputs/More_BA/BA_233.txt_22,BA,233,22,101,15.0,15.0,,,15.0,0.8570923805236816
46,inputs/More_BA/BA_233.txt_33,BA,233,33,101,24.0,24.0,,,24.0,5.724475383758545
47,inputs/More_BA/BA_233.txt_44,BA,233,44,101,33.0,33.0,,,33.0,14.665290355682373
48,inputs/More_BA/BA_233.txt_55,BA,233,55,101,42.0,42.0,,,42.0,18.386823177337646
49,inputs/More_BA/BA_233.txt_66,BA,233,66,101,51.0,51.0,,,51.0,27.090595960617065
50,inputs/More_BA/BA_233.txt_77,BA,233,77,101,61.0,61.0,,,61.0,85.89038181304932
51,inputs/More_BA/BA_233.txt_88,BA,233,88,101,70.0,70.0,,,70.0,32.86867356300354
52,inputs/More_BA/BA_233.txt_99,BA,233,99,101,81.0,81.0,,,81.0,85.41807770729065
53,inputs/More_BA/BA_233.txt_110,BA,233,110,101,91.0,91.0,,,91.0,107.87929630279541
54,inputs/More_BA/BA_233.txt_121,BA,233,121,101,101.0,101.0,,,101.0,134.49312472343445
55,inputs/More_BA/BA_233.txt_132,BA,233,132,101,113.00000000000003,113.00000000000003,,,113.00000000000003,64.26108884811401
56,inputs/More_BA/BA_233.txt_143,BA,233,143,101,124.0,124.0,,,124.0,44.73340582847595
57,inputs/More_BA/BA_233.txt_154,BA,233,154,101,136.0,136.0,,,136.0,82.66556310653687
58,inputs/More_BA/BA_233.txt_165,BA,233,165,101,148.0,148.0,,,148.0,123.73270273208618
59,inputs/More_BA/BA_233.txt_176,BA,233,176,101,160.0,160.0,,,160.0,81.11130237579346
60,inputs/More_BA/BA_233.txt_187,BA,233,187,101,173.0,173.0,,,173.0,13.222252607345581
61,inputs/More_BA/BA_233.txt_198,BA,233,198,101,186.0,186.0,,,186.0,17.992112398147583
62,inputs/More_BA/BA_233.txt_209,BA,233,209,101,200.0,200.0,,,200.0,7.9005537033081055
63,inputs/More_BA/BA_233.txt_220,BA,233,220,101,214.0,214.0,,,214.0,6.607974290847778
64,inputs/More_BA/BA_233.txt_231,BA,233,231,101,229.0,229.0,,,229.0,0.15940427780151367
65,inputs/More_BA/BA_243.txt_0,BA,243,0,101,0.0,0.0,,,0.0,0.0081634521484375
66,inputs/More_BA/BA_243.txt_12,BA,243,12,101,7.0,7.0,,,7.0,1.1009507179260254
67,inputs/More_BA/BA_243.txt_24,BA,243,24,101,16.0,16.0,,,16.0,1.6712579727172852
68,inputs/More_BA/BA_243.txt_36,BA,243,36,101,25.0,25.0,,,25.0,3.4536938667297363
69,inputs/More_BA/BA_243.txt_48,BA,243,48,101,35.0,35.0,,,35.0,11.972450256347656
70,inputs/More_BA/BA_243.txt_60,BA,243,60,101,45.0,45.0,,,45.0,23.47091245651245
71,inputs/More_BA/BA_243.txt_72,BA,243,72,101,55.0,55.0,,,55.0,57.7229700088501
72,inputs/More_BA/BA_243.txt_84,BA,243,84,101,65.0,65.0,,,65.0,48.61908531188965
73,inputs/More_BA/BA_243.txt_96,BA,243,96,101,75.0,75.0,,,75.0,229.3638255596161
74,inputs/More_BA/BA_243.txt_108,BA,243,108,101,86.0,86.0,,,86.0,264.47124195098877
75,inputs/More_BA/BA_243.txt_120,BA,243,120,101,96.0,96.0,,,96.0,142.425696849823
76,inputs/More_BA/BA_243.txt_132,BA,243,132,101,107.0,107.0,,,107.0,299.8050572872162
77,inputs/More_BA/BA_243.txt_144,BA,243,144,101,120.0,120.0,,,120.0,314.0965552330017
78,inputs/More_BA/BA_243.txt_156,BA,243,156,101,134.0,134.0,,,134.0,286.5058159828186
79,inputs/More_BA/BA_243.txt_168,BA,243,168,101,147.0,147.0,,,147.0,238.80895590782166
80,inputs/More_BA/BA_243.txt_180,BA,243,180,101,162.0,162.0,,,162.0,140.1756467819214
81,inputs/More_BA/BA_243.txt_192,BA,243,192,101,176.0,176.0,,,176.0,71.03831744194031
82,inputs/More_BA/BA_243.txt_204,BA,243,204,101,191.0,191.0,,,191.0,26.21004319190979
83,inputs/More_BA/BA_243.txt_216,BA,243,216,101,205.0,205.0,,,205.0,10.677197933197021
84,inputs/More_BA/BA_243.txt_228,BA,243,228,101,220.99999999999983,220.99999999999983,,,220.99999999999983,6.552675008773804
85,inputs/More_BA/BA_243.txt_240,BA,243,240,101,238.0,238.0,,,238.0,0.6491587162017822
86,inputs/More_BA/BA_253.txt_0,BA,253,0,101,0.0,0.0,,,0.0,0.012272834777832031
87,inputs/More_BA/BA_253.txt_12,BA,253,12,101,7.0,7.0,,,7.0,0.8461108207702637
88,inputs/More_BA/BA_253.txt_24,BA,253,24,101,16.0,16.0,,,16.0,1.5137879848480225
89,inputs/More_BA/BA_253.txt_36,BA,253,36,101,25.0,25.0,,,25.0,8.216585159301758
90,inputs/More_BA/BA_253.txt_48,BA,253,48,101,35.0,35.0,,,35.0,15.411877393722534
91,inputs/More_BA/BA_253.txt_60,BA,253,60,101,44.0,44.0,,,44.0,101.90693974494934
92,inputs/More_BA/BA_253.txt_72,BA,253,72,101,54.0,54.0,,,54.0,74.02348184585571
93,inputs/More_BA/BA_253.txt_84,BA,253,84,101,63.0,63.0,,,63.0,142.3684582710266
